eventID,eventDate (TimeStamp for your video?),eventTime  (TimeStamp for your video?),eventTimeEnd,occurrenceID,scientificName,SppPrecentCover,PercentCover,basisOfRecord,recordedBy,occurrenceStatus,occurrenceRemarks,identifiedBy,identificationRemarks,,
MBSTest2024,6/25/2024,00:36:02:00,00:36:05:00,Video_Lassing_001,Syringodium,50,50,Blackfly,,1,,Lillian,,,
MBSTest2024,6/25/2024,00:36:05:00,00:36:24:00,Video_Lassing_001,Syringodium,80,80,Blackfly,,1,,Lillian,"bright glare on leaves, difficult to estimate percent cover",,
MBSTest2024,6/25/2024,00:36:24:00,00:36:28:00,Video_Lassing_001,Syringodium,40,70,Blackfly,,1,,Lillian,"blurry, difficult to ID T if present",,
MBSTest2024,6/25/2024,00:36:24:00,00:36:28:00,Video_Lassing_001,Thalassia,30,70,Blackfly,,1,,Lillian,,,
MBSTest2024,6/25/2024,00:36:28:00,00:36:35:00,Video_Lassing_001,Syringodium,80,80,Blackfly,,1,,Lillian,,,
MBSTest2024,6/25/2024,00:36:35:00,00:38:09:00,Video_Lassing_001,Syringodium,90,90,Blackfly,,1,,Lillian,,,
MBSTest2024,6/25/2024,00:38:09:00,00:38:15:00,Video_Lassing_001,Syringodium,80,90,Blackfly,,1,,Lillian,,,
MBSTest2024,6/25/2024,00:38:09:00,00:38:15:00,Video_Lassing_001,Thalassia,10,90,Blackfly,,1,,Lillian,,,
MBSTest2024,6/25/2024,00:38:15:00,00:38:26:00,Video_Lassing_001,Syringodium,50,50,Blackfly,,1,,Lillian,,,
MBSTest2024,6/25/2024,00:38:26:00,00:38:38:00,Video_Lassing_001,Syringodium,70,70,Blackfly,,1,,Lillian,bright light encompasses screen towards end of time stamp,,
MBSTest2024,6/25/2024,00:38:38:00,00:39:00:00,Video_Lassing_001,Syringodium,10,10,Blackfly,,1,,Lillian,Bright light difficult to estimate species and percent cover,,
MBSTest2024,6/25/2024,00:39:00:00,00:39:19:00,Video_Lassing_001,Syringodium,30,30,Blackfly,,1,,Lillian,Bright light difficult to estimate species and percent cover,,
MBSTest2024,6/25/2024,00:39:19:00,00:39:53:00,Video_Lassing_001,N/A,0,0,Blackfly,,0,,Lillian,,,
MBSTest2024,6/25/2024,00:39:53:00,00:40:03:00,Video_Lassing_001,Thalassia,90,90,Blackfly,,1,,Lillian,Blurry difficult to see if S present,,
MBSTest2024,6/25/2024,00:40:03:00,00:40:09:00,Video_Lassing_001,Thalassia,20,20,Blackfly,,1,,Lillian,Blurry difficult to see if S present,,
MBSTest2024,6/25/2024,00:40:09:00,00:40:13:00,Video_Lassing_001,Thalassia,90,90,Blackfly,,1,,Lillian,,,
MBSTest2024,6/25/2024,00:40:13:00,00:40:20:00,Video_Lassing_001,Syringodium,50,50,Blackfly,,1,,Lillian,,,
MBSTest2024,6/25/2024,00:40:20:00,00:40:23:00,Video_Lassing_001,Thalassia,90,90,Blackfly,,1,,Lillian,,,
MBSTest2024,6/25/2024,00:40:23:00,00:40:29:00,Video_Lassing_001,N/A,0,0,Blackfly,,0,,Lillian,,,
MBSTest2024,6/25/2024,00:40:29:00,00:40:33:00,Video_Lassing_001,Thalassia,60,60,Blackfly,,1,,Lillian,,,
MBSTest2024,6/25/2024,00:40:33:00,00:40:36:00,Video_Lassing_001,Syringodium,80,80,Blackfly,,1,,Lillian,,,
MBSTest2024,6/25/2024,00:40:36:00,00:40:52:00,Video_Lassing_001,N/A,0,0,Blackfly,,0,,Lillian,,,
MBSTest2024,6/25/2024,00:40:52:00,00:40:56:00,Video_Lassing_001,Syringodium,80,80,Blackfly,,1,,Lillian,,,
MBSTest2024,6/25/2024,00:40:56:00,00:41:00:00,Video_Lassing_001,Syringodium,50,50,Blackfly,,1,,Lillian,,,
MBSTest2024,6/25/2024,00:41:00:00,00:41:06:00,Video_Lassing_001,N/A,0,0,Blackfly,,0,,Lillian,,,
MBSTest2024,6/25/2024,00:41:06:00,00:57:16:00,Video_Lassing_001,Syringodium,50,50,Blackfly,,1,,Lillian,Blurry difficult to ID,,
MBSTest2024,6/25/2024,00:57:16:00,00:58:28:00,Video_Lassing_001,Syringodium,80,80,Blackfly,,1,,Lillian,Blurry difficult to ID,,
MBSTest2024,6/25/2024,00:58:28:00,01:00:25:00,Video_Lassing_001,Thalassia,50,50,Blackfly,,1,,Lillian,,,
MBSTest2024,6/25/2024,01:00:25:00,01:00:59:00,Video_Lassing_001,Thalassia,10,10,Blackfly,,1,,Lillian,"White glare on left side, difficult to estimate percent cover",,
MBSTest2024,6/25/2024,01:00:59:00,01:01:13:00,Video_Lassing_001,Syringodium,50,50,Blackfly,,1,,Lillian,"White glare on left side, difficult to estimate percent cover",,
MBSTest2024,6/25/2024,01:01:13:00,01:03:59:00,Video_Lassing_001,Syringodium,90,90,Blackfly,,1,,Lillian,,,
